"epoch","yv5s-coco-zipf-mixup0.3 - _step","yv5s-coco-zipf-mixup0.3 - _step__MIN","yv5s-coco-zipf-mixup0.3 - _step__MAX","yv5s-coco-zipf-mixup0.3 - map","yv5s-coco-zipf-mixup0.3 - map__MIN","yv5s-coco-zipf-mixup0.3 - map__MAX","yv5s-coco-zipf-no-mosaic - _step","yv5s-coco-zipf-no-mosaic - _step__MIN","yv5s-coco-zipf-no-mosaic - _step__MAX","yv5s-coco-zipf-no-mosaic - map","yv5s-coco-zipf-no-mosaic - map__MIN","yv5s-coco-zipf-no-mosaic - map__MAX","yv5s-coco-zipf - _step","yv5s-coco-zipf - _step__MIN","yv5s-coco-zipf - _step__MAX","yv5s-coco-zipf - map","yv5s-coco-zipf - map__MIN","yv5s-coco-zipf - map__MAX"
"124","1511","1511","1511","0.2915225623921362","0.2915225623921362","0.2915225623921362","1511","1511","1511","0.20148091800990245","0.20148091800990245","0.20148091800990245","1511","1511","1511","0.2737421649773986","0.2737421649773986","0.2737421649773986"
"125","1523","1523","1523","0.28722414058435636","0.28722414058435636","0.28722414058435636","1523","1523","1523","0.22680051061537992","0.22680051061537992","0.22680051061537992","1523","1523","1523","0.28547646618656164","0.28547646618656164","0.28547646618656164"
"126","1535","1535","1535","0.27447910795786234","0.27447910795786234","0.27447910795786234","1535","1535","1535","0.22700127412588053","0.22700127412588053","0.22700127412588053","1535","1535","1535","0.26598135765844916","0.26598135765844916","0.26598135765844916"
"127","1547","1547","1547","0.27056482935040227","0.27056482935040227","0.27056482935040227","1547","1547","1547","0.2269741828208721","0.2269741828208721","0.2269741828208721","1547","1547","1547","0.28808600828056574","0.28808600828056574","0.28808600828056574"
"128","1559","1559","1559","0.28733421703780065","0.28733421703780065","0.28733421703780065","1559","1559","1559","0.21884202818213222","0.21884202818213222","0.21884202818213222","1559","1559","1559","0.26290558635340155","0.26290558635340155","0.26290558635340155"
"129","1572","1572","1572","0.28951318765739686","0.28951318765739686","0.28951318765739686","1572","1572","1572","0.21670873423227166","0.21670873423227166","0.21670873423227166","1572","1572","1572","0.2788185345455954","0.2788185345455954","0.2788185345455954"
"130","1584","1584","1584","0.29832213335906005","0.29832213335906005","0.29832213335906005","1584","1584","1584","0.21861637661839084","0.21861637661839084","0.21861637661839084","1584","1584","1584","0.28328888875824615","0.28328888875824615","0.28328888875824615"
"131","1596","1596","1596","0.28076180755184327","0.28076180755184327","0.28076180755184327","1596","1596","1596","0.2214895769201219","0.2214895769201219","0.2214895769201219","1596","1596","1596","0.2772110539972594","0.2772110539972594","0.2772110539972594"
"132","1608","1608","1608","0.2739818532564961","0.2739818532564961","0.2739818532564961","1608","1608","1608","0.22866116602374717","0.22866116602374717","0.22866116602374717","1608","1608","1608","0.28621149923570766","0.28621149923570766","0.28621149923570766"
"133","1620","1620","1620","0.29614301960161304","0.29614301960161304","0.29614301960161304","1620","1620","1620","0.21352316542532468","0.21352316542532468","0.21352316542532468","1620","1620","1620","0.2863196555013003","0.2863196555013003","0.2863196555013003"
"134","1632","1632","1632","0.29531288367351094","0.29531288367351094","0.29531288367351094","1632","1632","1632","0.20783845418692054","0.20783845418692054","0.20783845418692054","1632","1632","1632","0.2677440177106245","0.2677440177106245","0.2677440177106245"
"135","1644","1644","1644","0.28341451741906165","0.28341451741906165","0.28341451741906165","1644","1644","1644","0.23090756860908426","0.23090756860908426","0.23090756860908426","1644","1644","1644","0.2864866615956584","0.2864866615956584","0.2864866615956584"
"136","1656","1656","1656","0.29275619359597815","0.29275619359597815","0.29275619359597815","1656","1656","1656","0.23322391191970984","0.23322391191970984","0.23322391191970984","1656","1656","1656","0.28761701389631067","0.28761701389631067","0.28761701389631067"
"137","1668","1668","1668","0.29518478154168537","0.29518478154168537","0.29518478154168537","1668","1668","1668","0.2244123448512131","0.2244123448512131","0.2244123448512131","1668","1668","1668","0.29630061722130685","0.29630061722130685","0.29630061722130685"
"138","1680","1680","1680","0.28670526914241823","0.28670526914241823","0.28670526914241823","1680","1680","1680","0.22635622999391772","0.22635622999391772","0.22635622999391772","1680","1680","1680","0.28884842011742284","0.28884842011742284","0.28884842011742284"
"139","1693","1693","1693","0.2884853094066861","0.2884853094066861","0.2884853094066861","1693","1693","1693","0.22642179926578204","0.22642179926578204","0.22642179926578204","1693","1693","1693","0.2811997328260126","0.2811997328260126","0.2811997328260126"
"140","1705","1705","1705","0.2779817745443344","0.2779817745443344","0.2779817745443344","1705","1705","1705","0.21431042192349503","0.21431042192349503","0.21431042192349503","1705","1705","1705","0.28193242239344085","0.28193242239344085","0.28193242239344085"
"141","1717","1717","1717","0.29186587141929676","0.29186587141929676","0.29186587141929676","1717","1717","1717","0.23368260459310164","0.23368260459310164","0.23368260459310164","1717","1717","1717","0.28013376967687925","0.28013376967687925","0.28013376967687925"
"142","1729","1729","1729","0.29564047818670225","0.29564047818670225","0.29564047818670225","1729","1729","1729","0.2312301072534351","0.2312301072534351","0.2312301072534351","1729","1729","1729","0.279706566695839","0.279706566695839","0.279706566695839"
"143","1741","1741","1741","0.3061203036650714","0.3061203036650714","0.3061203036650714","1741","1741","1741","0.21104440366376329","0.21104440366376329","0.21104440366376329","1741","1741","1741","0.2867222329015347","0.2867222329015347","0.2867222329015347"
"144","1753","1753","1753","0.2906259997042497","0.2906259997042497","0.2906259997042497","1753","1753","1753","0.22337855832066844","0.22337855832066844","0.22337855832066844","1753","1753","1753","0.29174565874242936","0.29174565874242936","0.29174565874242936"
"145","1765","1765","1765","0.28201203685225956","0.28201203685225956","0.28201203685225956","1765","1765","1765","0.23104325473750723","0.23104325473750723","0.23104325473750723","1765","1765","1765","0.2848973802060822","0.2848973802060822","0.2848973802060822"
"146","1777","1777","1777","0.2808091983395519","0.2808091983395519","0.2808091983395519","1777","1777","1777","0.22210358014745196","0.22210358014745196","0.22210358014745196","1777","1777","1777","0.28928176157656393","0.28928176157656393","0.28928176157656393"
"147","1789","1789","1789","0.27593386085869176","0.27593386085869176","0.27593386085869176","1789","1789","1789","0.23694799373553155","0.23694799373553155","0.23694799373553155","1789","1789","1789","0.2833870580886833","0.2833870580886833","0.2833870580886833"
"148","1801","1801","1801","0.29049314272080384","0.29049314272080384","0.29049314272080384","1801","1801","1801","0.2374531239831329","0.2374531239831329","0.2374531239831329","1801","1801","1801","0.28218851932247224","0.28218851932247224","0.28218851932247224"
"149","1814","1814","1814","0.2901687386815997","0.2901687386815997","0.2901687386815997","1814","1814","1814","0.23610340204153404","0.23610340204153404","0.23610340204153404","1814","1814","1814","0.2939964244225003","0.2939964244225003","0.2939964244225003"
"150","1826","1826","1826","0.3013898010477256","0.3013898010477256","0.3013898010477256","1826","1826","1826","0.22567556747249023","0.22567556747249023","0.22567556747249023","1826","1826","1826","0.28464247478755017","0.28464247478755017","0.28464247478755017"
"151","1838","1838","1838","0.30204479218538016","0.30204479218538016","0.30204479218538016","1838","1838","1838","0.23938731076981534","0.23938731076981534","0.23938731076981534","1838","1838","1838","0.2918036452747234","0.2918036452747234","0.2918036452747234"
"152","1850","1850","1850","0.2936223452485365","0.2936223452485365","0.2936223452485365","1850","1850","1850","0.2383165033059449","0.2383165033059449","0.2383165033059449","1850","1850","1850","0.2733879757747249","0.2733879757747249","0.2733879757747249"
"153","1862","1862","1862","0.2916958181200539","0.2916958181200539","0.2916958181200539","1862","1862","1862","0.22601470605995921","0.22601470605995921","0.22601470605995921","1862","1862","1862","0.2786666134684319","0.2786666134684319","0.2786666134684319"
"154","1874","1874","1874","0.27715497427213115","0.27715497427213115","0.27715497427213115","1874","1874","1874","0.21780921937531988","0.21780921937531988","0.21780921937531988","1874","1874","1874","0.27693702887586313","0.27693702887586313","0.27693702887586313"
"155","1886","1886","1886","0.30033814369666306","0.30033814369666306","0.30033814369666306","1886","1886","1886","0.24499927907323654","0.24499927907323654","0.24499927907323654","1886","1886","1886","0.2836109394812479","0.2836109394812479","0.2836109394812479"
"156","1898","1898","1898","0.30272737071950884","0.30272737071950884","0.30272737071950884","1898","1898","1898","0.2298729038841909","0.2298729038841909","0.2298729038841909","1898","1898","1898","0.2877826869536196","0.2877826869536196","0.2877826869536196"
"157","1910","1910","1910","0.2987173019154824","0.2987173019154824","0.2987173019154824","1910","1910","1910","0.23065140788627383","0.23065140788627383","0.23065140788627383","1910","1910","1910","0.28942700324849036","0.28942700324849036","0.28942700324849036"
"158","1922","1922","1922","0.3001668625402771","0.3001668625402771","0.3001668625402771","1922","1922","1922","0.23511014850070497","0.23511014850070497","0.23511014850070497","1922","1922","1922","0.2824031543853362","0.2824031543853362","0.2824031543853362"
"159","1935","1935","1935","0.30351244224533563","0.30351244224533563","0.30351244224533563","1935","1935","1935","0.23124822184933908","0.23124822184933908","0.23124822184933908","1935","1935","1935","0.27730735125729644","0.27730735125729644","0.27730735125729644"
"160","1947","1947","1947","0.30259928756613386","0.30259928756613386","0.30259928756613386","1947","1947","1947","0.2243216783385184","0.2243216783385184","0.2243216783385184","1947","1947","1947","0.269126856628532","0.269126856628532","0.269126856628532"
"161","1959","1959","1959","0.29476953941658646","0.29476953941658646","0.29476953941658646","1959","1959","1959","0.22916143869613295","0.22916143869613295","0.22916143869613295","1959","1959","1959","0.28750567709471253","0.28750567709471253","0.28750567709471253"
"162","1971","1971","1971","0.2884049463915044","0.2884049463915044","0.2884049463915044","1971","1971","1971","0.2332418786061404","0.2332418786061404","0.2332418786061404","1971","1971","1971","0.2922288282653524","0.2922288282653524","0.2922288282653524"
"163","1983","1983","1983","0.29791033461837707","0.29791033461837707","0.29791033461837707","1983","1983","1983","0.23946464449713675","0.23946464449713675","0.23946464449713675","1983","1983","1983","0.27642891472073317","0.27642891472073317","0.27642891472073317"
"164","1995","1995","1995","0.30908327048399453","0.30908327048399453","0.30908327048399453","1995","1995","1995","0.23144455304674763","0.23144455304674763","0.23144455304674763","1995","1995","1995","0.2873481093615604","0.2873481093615604","0.2873481093615604"
"165","2007","2007","2007","0.29162495776843117","0.29162495776843117","0.29162495776843117","2007","2007","2007","0.22723449170233795","0.22723449170233795","0.22723449170233795","2007","2007","2007","0.2805164680182121","0.2805164680182121","0.2805164680182121"
"166","2019","2019","2019","0.29006599200102917","0.29006599200102917","0.29006599200102917","2019","2019","2019","0.2343565331048241","0.2343565331048241","0.2343565331048241","2019","2019","2019","0.2891992046685667","0.2891992046685667","0.2891992046685667"
"167","2031","2031","2031","0.2861679023471842","0.2861679023471842","0.2861679023471842","2031","2031","2031","0.23852183243235825","0.23852183243235825","0.23852183243235825","2031","2031","2031","0.28659465047920674","0.28659465047920674","0.28659465047920674"
"168","2043","2043","2043","0.29790413477736266","0.29790413477736266","0.29790413477736266","2043","2043","2043","0.2283513970405499","0.2283513970405499","0.2283513970405499","2043","2043","2043","0.2883449816543175","0.2883449816543175","0.2883449816543175"
"169","2056","2056","2056","0.3032787468897679","0.3032787468897679","0.3032787468897679","2056","2056","2056","0.23585199092209477","0.23585199092209477","0.23585199092209477","2056","2056","2056","0.2973821164933757","0.2973821164933757","0.2973821164933757"
"170","2068","2068","2068","0.30297241745355846","0.30297241745355846","0.30297241745355846","2068","2068","2068","0.228150465207171","0.228150465207171","0.228150465207171","2068","2068","2068","0.2987964716698637","0.2987964716698637","0.2987964716698637"
"171","2080","2080","2080","0.2987294071712773","0.2987294071712773","0.2987294071712773","2080","2080","2080","0.22451818444016125","0.22451818444016125","0.22451818444016125","2080","2080","2080","0.27921381556087543","0.27921381556087543","0.27921381556087543"
"172","2092","2092","2092","0.3075947029835579","0.3075947029835579","0.3075947029835579","2092","2092","2092","0.22865987009451785","0.22865987009451785","0.22865987009451785","2092","2092","2092","0.2874206707035903","0.2874206707035903","0.2874206707035903"
"173","2104","2104","2104","0.2933994778739787","0.2933994778739787","0.2933994778739787","2104","2104","2104","0.2396909057566537","0.2396909057566537","0.2396909057566537","2104","2104","2104","0.2857893232391179","0.2857893232391179","0.2857893232391179"
"174","2116","2116","2116","0.30222351851230556","0.30222351851230556","0.30222351851230556","2116","2116","2116","0.22830512641086226","0.22830512641086226","0.22830512641086226","2116","2116","2116","0.28648971559038044","0.28648971559038044","0.28648971559038044"
"175","2128","2128","2128","0.31128095742699563","0.31128095742699563","0.31128095742699563","2128","2128","2128","0.23713588699097302","0.23713588699097302","0.23713588699097302","2128","2128","2128","0.28723327902426576","0.28723327902426576","0.28723327902426576"
"176","2140","2140","2140","0.29839157537507","0.29839157537507","0.29839157537507","2140","2140","2140","0.2425168745182417","0.2425168745182417","0.2425168745182417","2140","2140","2140","0.28253922993899333","0.28253922993899333","0.28253922993899333"
"177","2152","2152","2152","0.3167268086981611","0.3167268086981611","0.3167268086981611","2152","2152","2152","0.23016464017265206","0.23016464017265206","0.23016464017265206","2152","2152","2152","0.2937750841451369","0.2937750841451369","0.2937750841451369"
"178","2164","2164","2164","0.30414595033689124","0.30414595033689124","0.30414595033689124","2164","2164","2164","0.2348579390988286","0.2348579390988286","0.2348579390988286","2164","2164","2164","0.27863786554573966","0.27863786554573966","0.27863786554573966"
"179","2177","2177","2177","0.30364405132716216","0.30364405132716216","0.30364405132716216","2177","2177","2177","0.23272547352038012","0.23272547352038012","0.23272547352038012","2177","2177","2177","0.28992199647533146","0.28992199647533146","0.28992199647533146"
"180","2189","2189","2189","0.29994188962231705","0.29994188962231705","0.29994188962231705","2189","2189","2189","0.2407456660802982","0.2407456660802982","0.2407456660802982","2189","2189","2189","0.2941802620465519","0.2941802620465519","0.2941802620465519"
"181","2201","2201","2201","0.30506167628356506","0.30506167628356506","0.30506167628356506","2201","2201","2201","0.23885054313693363","0.23885054313693363","0.23885054313693363","2201","2201","2201","0.2833027206970562","0.2833027206970562","0.2833027206970562"
"182","2213","2213","2213","0.3035287716047406","0.3035287716047406","0.3035287716047406","2213","2213","2213","0.23833772845170145","0.23833772845170145","0.23833772845170145","2213","2213","2213","0.28435635887910565","0.28435635887910565","0.28435635887910565"
"183","2225","2225","2225","0.30214890147721424","0.30214890147721424","0.30214890147721424","2225","2225","2225","0.23060978005277133","0.23060978005277133","0.23060978005277133","2225","2225","2225","0.2823947365933937","0.2823947365933937","0.2823947365933937"
"184","2237","2237","2237","0.3108001554761598","0.3108001554761598","0.3108001554761598","2237","2237","2237","0.23894541981123846","0.23894541981123846","0.23894541981123846","2237","2237","2237","0.281640570358982","0.281640570358982","0.281640570358982"
"185","2249","2249","2249","0.30853863119967573","0.30853863119967573","0.30853863119967573","2249","2249","2249","0.2310464144968518","0.2310464144968518","0.2310464144968518","2249","2249","2249","0.2822428203384188","0.2822428203384188","0.2822428203384188"
"186","2261","2261","2261","0.30073240305434773","0.30073240305434773","0.30073240305434773","2261","2261","2261","0.2426469460716452","0.2426469460716452","0.2426469460716452","2261","2261","2261","0.28678185953424823","0.28678185953424823","0.28678185953424823"
"187","2273","2273","2273","0.30893211676926186","0.30893211676926186","0.30893211676926186","2273","2273","2273","0.23543492133605784","0.23543492133605784","0.23543492133605784","2273","2273","2273","0.28919216764014505","0.28919216764014505","0.28919216764014505"
"188","2285","2285","2285","0.30969568358152627","0.30969568358152627","0.30969568358152627","2285","2285","2285","0.23250570805573306","0.23250570805573306","0.23250570805573306","2285","2285","2285","0.2863234667536332","0.2863234667536332","0.2863234667536332"
"189","2298","2298","2298","0.3141398689935627","0.3141398689935627","0.3141398689935627","2298","2298","2298","0.23789848910854705","0.23789848910854705","0.23789848910854705","2298","2298","2298","0.2895270777271581","0.2895270777271581","0.2895270777271581"
"190","2310","2310","2310","0.3062930740923607","0.3062930740923607","0.3062930740923607","2310","2310","2310","0.22682986256295612","0.22682986256295612","0.22682986256295612","2310","2310","2310","0.29290566256016476","0.29290566256016476","0.29290566256016476"
"191","2322","2322","2322","0.3135529647249224","0.3135529647249224","0.3135529647249224","2322","2322","2322","0.24169069588900055","0.24169069588900055","0.24169069588900055","2322","2322","2322","0.29095680521049183","0.29095680521049183","0.29095680521049183"
"192","2334","2334","2334","0.30887960628423006","0.30887960628423006","0.30887960628423006","2334","2334","2334","0.23279470178288036","0.23279470178288036","0.23279470178288036","2334","2334","2334","0.2907697020019869","0.2907697020019869","0.2907697020019869"
"193","2346","2346","2346","0.30066040851227743","0.30066040851227743","0.30066040851227743","2346","2346","2346","0.24334370845384024","0.24334370845384024","0.24334370845384024","2346","2346","2346","0.288306845832166","0.288306845832166","0.288306845832166"
"194","2358","2358","2358","0.3098291282001792","0.3098291282001792","0.3098291282001792","2358","2358","2358","0.23132741034070609","0.23132741034070609","0.23132741034070609","2358","2358","2358","0.2771232831559841","0.2771232831559841","0.2771232831559841"
"195","2370","2370","2370","0.3108144977262132","0.3108144977262132","0.3108144977262132","2370","2370","2370","0.23965765611980347","0.23965765611980347","0.23965765611980347","2370","2370","2370","0.2937486043103078","0.2937486043103078","0.2937486043103078"
"196","2382","2382","2382","0.31698278859246737","0.31698278859246737","0.31698278859246737","2382","2382","2382","0.24920311219377433","0.24920311219377433","0.24920311219377433","2382","2382","2382","0.29763728249342414","0.29763728249342414","0.29763728249342414"
"197","2394","2394","2394","0.3027274874948735","0.3027274874948735","0.3027274874948735","2394","2394","2394","0.2381457482308711","0.2381457482308711","0.2381457482308711","2394","2394","2394","0.28832000661234625","0.28832000661234625","0.28832000661234625"
"198","2406","2406","2406","0.3093699241806836","0.3093699241806836","0.3093699241806836","2406","2406","2406","0.23499010721524852","0.23499010721524852","0.23499010721524852","2406","2406","2406","0.29693444374334726","0.29693444374334726","0.29693444374334726"
"199","2419","2419","2419","0.3154579499220202","0.3154579499220202","0.3154579499220202","2419","2419","2419","0.23922486019429867","0.23922486019429867","0.23922486019429867","2419","2419","2419","0.2892807107055446","0.2892807107055446","0.2892807107055446"
"200","2431","2431","2431","0.3124238262291325","0.3124238262291325","0.3124238262291325","2431","2431","2431","0.24339011122528034","0.24339011122528034","0.24339011122528034","2431","2431","2431","0.2818000410198106","0.2818000410198106","0.2818000410198106"
"201","2443","2443","2443","0.3059347420452721","0.3059347420452721","0.3059347420452721","2443","2443","2443","0.23930580119906567","0.23930580119906567","0.23930580119906567","2443","2443","2443","0.2945953378786918","0.2945953378786918","0.2945953378786918"
"202","2455","2455","2455","0.31184768247692185","0.31184768247692185","0.31184768247692185","2455","2455","2455","0.23644765023451964","0.23644765023451964","0.23644765023451964","2455","2455","2455","0.29224170756195983","0.29224170756195983","0.29224170756195983"
"203","2467","2467","2467","0.2984422490657739","0.2984422490657739","0.2984422490657739","2467","2467","2467","0.23403612369725613","0.23403612369725613","0.23403612369725613","2467","2467","2467","0.2907706798475586","0.2907706798475586","0.2907706798475586"
"204","2479","2479","2479","0.2917069446681193","0.2917069446681193","0.2917069446681193","2479","2479","2479","0.24064832517033044","0.24064832517033044","0.24064832517033044","2479","2479","2479","0.28679196119121514","0.28679196119121514","0.28679196119121514"
"205","2491","2491","2491","0.3184506500597846","0.3184506500597846","0.3184506500597846","2491","2491","2491","0.2354846285389278","0.2354846285389278","0.2354846285389278","2491","2491","2491","0.2920042188895382","0.2920042188895382","0.2920042188895382"
"206","2503","2503","2503","0.31198388727765086","0.31198388727765086","0.31198388727765086","2503","2503","2503","0.24058876687228245","0.24058876687228245","0.24058876687228245","2503","2503","2503","0.28972941380297057","0.28972941380297057","0.28972941380297057"
"207","2515","2515","2515","0.3215874813977009","0.3215874813977009","0.3215874813977009","2515","2515","2515","0.23870652086258887","0.23870652086258887","0.23870652086258887","2515","2515","2515","0.284118310526295","0.284118310526295","0.284118310526295"
"208","2527","2527","2527","0.30993777607258016","0.30993777607258016","0.30993777607258016","2527","2527","2527","0.22998405817417245","0.22998405817417245","0.22998405817417245","2527","2527","2527","0.28975221877444846","0.28975221877444846","0.28975221877444846"
"209","2540","2540","2540","0.3256898107901163","0.3256898107901163","0.3256898107901163","2540","2540","2540","0.2447998764162294","0.2447998764162294","0.2447998764162294","2540","2540","2540","0.2863724987788202","0.2863724987788202","0.2863724987788202"
"210","2552","2552","2552","0.32155645655576504","0.32155645655576504","0.32155645655576504","2552","2552","2552","0.24071837349350508","0.24071837349350508","0.24071837349350508","2552","2552","2552","0.29521292329766824","0.29521292329766824","0.29521292329766824"
"211","2564","2564","2564","0.3111574048830064","0.3111574048830064","0.3111574048830064","2564","2564","2564","0.23637016938455072","0.23637016938455072","0.23637016938455072","2564","2564","2564","0.29755594146183545","0.29755594146183545","0.29755594146183545"
"212","2576","2576","2576","0.31546700773933123","0.31546700773933123","0.31546700773933123","2576","2576","2576","0.24083788575798662","0.24083788575798662","0.24083788575798662","2576","2576","2576","0.2939118522428786","0.2939118522428786","0.2939118522428786"
"213","2588","2588","2588","0.31368027500659773","0.31368027500659773","0.31368027500659773","2588","2588","2588","0.24390980760918954","0.24390980760918954","0.24390980760918954","2588","2588","2588","0.29634475700060103","0.29634475700060103","0.29634475700060103"
"214","2600","2600","2600","0.31437418645813436","0.31437418645813436","0.31437418645813436","2600","2600","2600","0.24071738373536455","0.24071738373536455","0.24071738373536455","2600","2600","2600","0.28804862944413895","0.28804862944413895","0.28804862944413895"
"215","2612","2612","2612","0.31341980499990657","0.31341980499990657","0.31341980499990657","2612","2612","2612","0.23439602357422246","0.23439602357422246","0.23439602357422246","2612","2612","2612","0.302741094705979","0.302741094705979","0.302741094705979"
"216","2624","2624","2624","0.3201140545031175","0.3201140545031175","0.3201140545031175","2624","2624","2624","0.24649631193946986","0.24649631193946986","0.24649631193946986","2624","2624","2624","0.30542154262261983","0.30542154262261983","0.30542154262261983"
"217","2636","2636","2636","0.32118887012424036","0.32118887012424036","0.32118887012424036","2636","2636","2636","0.2386908871997341","0.2386908871997341","0.2386908871997341","2636","2636","2636","0.2937034329582991","0.2937034329582991","0.2937034329582991"
"218","2648","2648","2648","0.3134502979618408","0.3134502979618408","0.3134502979618408","2648","2648","2648","0.2319795617491668","0.2319795617491668","0.2319795617491668","2648","2648","2648","0.3018253534790548","0.3018253534790548","0.3018253534790548"
"219","2661","2661","2661","0.31632302387095834","0.31632302387095834","0.31632302387095834","2661","2661","2661","0.2414179497660787","0.2414179497660787","0.2414179497660787","2661","2661","2661","0.29034220969626756","0.29034220969626756","0.29034220969626756"
"220","2673","2673","2673","0.3015438365527242","0.3015438365527242","0.3015438365527242","2673","2673","2673","0.2376066540607493","0.2376066540607493","0.2376066540607493","2673","2673","2673","0.2960445091090693","0.2960445091090693","0.2960445091090693"
"221","2685","2685","2685","0.3089844302202446","0.3089844302202446","0.3089844302202446","2685","2685","2685","0.24962311434978599","0.24962311434978599","0.24962311434978599","2685","2685","2685","0.2981390602365687","0.2981390602365687","0.2981390602365687"
"222","2697","2697","2697","0.30628385658260054","0.30628385658260054","0.30628385658260054","2697","2697","2697","0.24173918536022346","0.24173918536022346","0.24173918536022346","2697","2697","2697","0.29957782326735255","0.29957782326735255","0.29957782326735255"
"223","2709","2709","2709","0.3220445062162558","0.3220445062162558","0.3220445062162558","2709","2709","2709","0.228874719455048","0.228874719455048","0.228874719455048","2709","2709","2709","0.2964351773655959","0.2964351773655959","0.2964351773655959"
"224","2721","2721","2721","0.3217387673962861","0.3217387673962861","0.3217387673962861","2721","2721","2721","0.24398167620540262","0.24398167620540262","0.24398167620540262","2721","2721","2721","0.2941076069937322","0.2941076069937322","0.2941076069937322"
"225","2733","2733","2733","0.3150121952341596","0.3150121952341596","0.3150121952341596","2733","2733","2733","0.24077956028076344","0.24077956028076344","0.24077956028076344","2733","2733","2733","0.2897562302228151","0.2897562302228151","0.2897562302228151"
"226","2745","2745","2745","0.32675520049281914","0.32675520049281914","0.32675520049281914","2745","2745","2745","0.24424931872688735","0.24424931872688735","0.24424931872688735","2745","2745","2745","0.28986771329356564","0.28986771329356564","0.28986771329356564"
"227","2757","2757","2757","0.3193854208836325","0.3193854208836325","0.3193854208836325","2757","2757","2757","0.24487427983590862","0.24487427983590862","0.24487427983590862","2757","2757","2757","0.30090790802468","0.30090790802468","0.30090790802468"
"228","2769","2769","2769","0.3228572896132204","0.3228572896132204","0.3228572896132204","2769","2769","2769","0.24757974383092027","0.24757974383092027","0.24757974383092027","2769","2769","2769","0.2895500079732216","0.2895500079732216","0.2895500079732216"
"229","2782","2782","2782","0.31517727240508997","0.31517727240508997","0.31517727240508997","2782","2782","2782","0.23560983495792376","0.23560983495792376","0.23560983495792376","2782","2782","2782","0.28747199927297595","0.28747199927297595","0.28747199927297595"
"230","2794","2794","2794","0.32262409300332723","0.32262409300332723","0.32262409300332723","2794","2794","2794","0.2429849704371958","0.2429849704371958","0.2429849704371958","2794","2794","2794","0.2896685277852388","0.2896685277852388","0.2896685277852388"
"231","2806","2806","2806","0.32338975150812577","0.32338975150812577","0.32338975150812577","2806","2806","2806","0.2358622716777956","0.2358622716777956","0.2358622716777956","2806","2806","2806","0.29507875047501764","0.29507875047501764","0.29507875047501764"
"232","2818","2818","2818","0.31965703710121485","0.31965703710121485","0.31965703710121485","2818","2818","2818","0.23465303672874305","0.23465303672874305","0.23465303672874305","2818","2818","2818","0.2949840446520137","0.2949840446520137","0.2949840446520137"
"233","2830","2830","2830","0.3217300109398856","0.3217300109398856","0.3217300109398856","2830","2830","2830","0.24332701357206715","0.24332701357206715","0.24332701357206715","2830","2830","2830","0.3036052399327162","0.3036052399327162","0.3036052399327162"
"234","2842","2842","2842","0.32134601718776","0.32134601718776","0.32134601718776","2842","2842","2842","0.24088976971765452","0.24088976971765452","0.24088976971765452","2842","2842","2842","0.29726104645319773","0.29726104645319773","0.29726104645319773"
"235","2854","2854","2854","0.3249711202074512","0.3249711202074512","0.3249711202074512","2854","2854","2854","0.24161644991200282","0.24161644991200282","0.24161644991200282","2854","2854","2854","0.29964306818312614","0.29964306818312614","0.29964306818312614"
"236","2866","2866","2866","0.32352498640718685","0.32352498640718685","0.32352498640718685","2866","2866","2866","0.2468248452808032","0.2468248452808032","0.2468248452808032","2866","2866","2866","0.29821113333643917","0.29821113333643917","0.29821113333643917"
"237","2878","2878","2878","0.33026533449811224","0.33026533449811224","0.33026533449811224","2878","2878","2878","0.24524793759879734","0.24524793759879734","0.24524793759879734","2878","2878","2878","0.3027242415664647","0.3027242415664647","0.3027242415664647"
"238","2890","2890","2890","0.32548484468487426","0.32548484468487426","0.32548484468487426","2890","2890","2890","0.24790684311042493","0.24790684311042493","0.24790684311042493","2890","2890","2890","0.291502058248929","0.291502058248929","0.291502058248929"
"239","2903","2903","2903","0.3258516753119157","0.3258516753119157","0.3258516753119157","2903","2903","2903","0.2451934982257404","0.2451934982257404","0.2451934982257404","2903","2903","2903","0.30050443409049166","0.30050443409049166","0.30050443409049166"
"240","2915","2915","2915","0.3232219430325164","0.3232219430325164","0.3232219430325164","2915","2915","2915","0.24932577678270987","0.24932577678270987","0.24932577678270987","2915","2915","2915","0.2807491809210652","0.2807491809210652","0.2807491809210652"
"241","2927","2927","2927","0.3161811744755422","0.3161811744755422","0.3161811744755422","2927","2927","2927","0.24837910630897508","0.24837910630897508","0.24837910630897508","2927","2927","2927","0.2978815608756886","0.2978815608756886","0.2978815608756886"
"242","2939","2939","2939","0.32107437791533905","0.32107437791533905","0.32107437791533905","2939","2939","2939","0.24137482618839795","0.24137482618839795","0.24137482618839795","2939","2939","2939","0.2979748082206212","0.2979748082206212","0.2979748082206212"
"243","2951","2951","2951","0.3189175537294118","0.3189175537294118","0.3189175537294118","2951","2951","2951","0.23989342782617035","0.23989342782617035","0.23989342782617035","2951","2951","2951","0.2944989707800389","0.2944989707800389","0.2944989707800389"
"244","2963","2963","2963","0.31817078075560373","0.31817078075560373","0.31817078075560373","2963","2963","2963","0.24432886261858983","0.24432886261858983","0.24432886261858983","2963","2963","2963","0.28642277855521314","0.28642277855521314","0.28642277855521314"
