"epoch","yv5s-coco-zipf-loss-weights-tuned - _step","yv5s-coco-zipf-loss-weights-tuned - _step__MIN","yv5s-coco-zipf-loss-weights-tuned - _step__MAX","yv5s-coco-zipf-loss-weights-tuned - map","yv5s-coco-zipf-loss-weights-tuned - map__MIN","yv5s-coco-zipf-loss-weights-tuned - map__MAX","yv5s-coco-zipf-loss-weights - _step","yv5s-coco-zipf-loss-weights - _step__MIN","yv5s-coco-zipf-loss-weights - _step__MAX","yv5s-coco-zipf-loss-weights - map","yv5s-coco-zipf-loss-weights - map__MIN","yv5s-coco-zipf-loss-weights - map__MAX","yv5s-coco-zipf - _step","yv5s-coco-zipf - _step__MIN","yv5s-coco-zipf - _step__MAX","yv5s-coco-zipf - map","yv5s-coco-zipf - map__MIN","yv5s-coco-zipf - map__MAX"
"245","2975","2975","2975","0.2903755307197571","0.2903755307197571","0.2903755307197571","2975","2975","2975","0.2469707876443863","0.2469707876443863","0.2469707876443863","2975","2975","2975","0.29498204471264283","0.29498204471264283","0.29498204471264283"
"246","2987","2987","2987","0.28785276412963867","0.28785276412963867","0.28785276412963867","2987","2987","2987","0.2561630606651306","0.2561630606651306","0.2561630606651306","2987","2987","2987","0.29486741502526986","0.29486741502526986","0.29486741502526986"
"247","2999","2999","2999","0.29728418588638306","0.29728418588638306","0.29728418588638306","2999","2999","2999","0.24896833300590515","0.24896833300590515","0.24896833300590515","2999","2999","2999","0.296479959607663","0.296479959607663","0.296479959607663"
"248","3011","3011","3011","0.2856966257095337","0.2856966257095337","0.2856966257095337","3011","3011","3011","0.2474273443222046","0.2474273443222046","0.2474273443222046","3011","3011","3011","0.30018521489529376","0.30018521489529376","0.30018521489529376"
"249","3024","3024","3024","0.2906298339366913","0.2906298339366913","0.2906298339366913","3024","3024","3024","0.2530546188354492","0.2530546188354492","0.2530546188354492","3024","3024","3024","0.2960032996292818","0.2960032996292818","0.2960032996292818"
"250","3036","3036","3036","0.293947696685791","0.293947696685791","0.293947696685791","3036","3036","3036","0.2552875280380249","0.2552875280380249","0.2552875280380249","3036","3036","3036","0.3098627939653807","0.3098627939653807","0.3098627939653807"
"251","3048","3048","3048","0.29122716188430786","0.29122716188430786","0.29122716188430786","3048","3048","3048","0.2513105273246765","0.2513105273246765","0.2513105273246765","3048","3048","3048","0.3028525473186789","0.3028525473186789","0.3028525473186789"
"252","3060","3060","3060","0.29073262214660645","0.29073262214660645","0.29073262214660645","3060","3060","3060","0.2496930956840515","0.2496930956840515","0.2496930956840515","3060","3060","3060","0.3004275608435747","0.3004275608435747","0.3004275608435747"
"253","3072","3072","3072","0.2846010625362396","0.2846010625362396","0.2846010625362396","3072","3072","3072","0.25661689043045044","0.25661689043045044","0.25661689043045044","3072","3072","3072","0.31151454102029363","0.31151454102029363","0.31151454102029363"
"254","3084","3084","3084","0.2914476990699768","0.2914476990699768","0.2914476990699768","3084","3084","3084","0.25811144709587097","0.25811144709587097","0.25811144709587097","3084","3084","3084","0.3000589360605462","0.3000589360605462","0.3000589360605462"
"255","3096","3096","3096","0.2873902916908264","0.2873902916908264","0.2873902916908264","3096","3096","3096","0.25350290536880493","0.25350290536880493","0.25350290536880493","3096","3096","3096","0.2981305126325657","0.2981305126325657","0.2981305126325657"
"256","3108","3108","3108","0.27768850326538086","0.27768850326538086","0.27768850326538086","3108","3108","3108","0.23958323895931244","0.23958323895931244","0.23958323895931244","3108","3108","3108","0.3011817377834269","0.3011817377834269","0.3011817377834269"
"257","3120","3120","3120","0.29293352365493774","0.29293352365493774","0.29293352365493774","3120","3120","3120","0.25615572929382324","0.25615572929382324","0.25615572929382324","3120","3120","3120","0.3039389744945887","0.3039389744945887","0.3039389744945887"
"258","3132","3132","3132","0.2983081042766571","0.2983081042766571","0.2983081042766571","3132","3132","3132","0.2487913966178894","0.2487913966178894","0.2487913966178894","3132","3132","3132","0.2996281969856512","0.2996281969856512","0.2996281969856512"
"259","3145","3145","3145","0.29191452264785767","0.29191452264785767","0.29191452264785767","3145","3145","3145","0.2480877786874771","0.2480877786874771","0.2480877786874771","3145","3145","3145","0.3066426282618705","0.3066426282618705","0.3066426282618705"
"260","3157","3157","3157","0.29689472913742065","0.29689472913742065","0.29689472913742065","3157","3157","3157","0.26083430647850037","0.26083430647850037","0.26083430647850037","3157","3157","3157","0.30802052806590413","0.30802052806590413","0.30802052806590413"
"261","3169","3169","3169","0.28877758979797363","0.28877758979797363","0.28877758979797363","3169","3169","3169","0.2543371319770813","0.2543371319770813","0.2543371319770813","3169","3169","3169","0.30043743622294034","0.30043743622294034","0.30043743622294034"
"262","3181","3181","3181","0.29078736901283264","0.29078736901283264","0.29078736901283264","3181","3181","3181","0.2496347725391388","0.2496347725391388","0.2496347725391388","3181","3181","3181","0.3031809693659302","0.3031809693659302","0.3031809693659302"
"263","3193","3193","3193","0.3007567822933197","0.3007567822933197","0.3007567822933197","3193","3193","3193","0.2547723650932312","0.2547723650932312","0.2547723650932312","3193","3193","3193","0.30531936585016783","0.30531936585016783","0.30531936585016783"
"264","3205","3205","3205","0.2941242754459381","0.2941242754459381","0.2941242754459381","3205","3205","3205","0.25046053528785706","0.25046053528785706","0.25046053528785706","3205","3205","3205","0.30246151513705544","0.30246151513705544","0.30246151513705544"
"265","3217","3217","3217","0.29631784558296204","0.29631784558296204","0.29631784558296204","3217","3217","3217","0.25285249948501587","0.25285249948501587","0.25285249948501587","3217","3217","3217","0.30937258480584484","0.30937258480584484","0.30937258480584484"
"266","3229","3229","3229","0.29572638869285583","0.29572638869285583","0.29572638869285583","3229","3229","3229","0.2592107355594635","0.2592107355594635","0.2592107355594635","3229","3229","3229","0.3132164482624598","0.3132164482624598","0.3132164482624598"
"267","3241","3241","3241","0.299721360206604","0.299721360206604","0.299721360206604","3241","3241","3241","0.260932058095932","0.260932058095932","0.260932058095932","3241","3241","3241","0.30417946765645165","0.30417946765645165","0.30417946765645165"
"268","3253","3253","3253","0.29333826899528503","0.29333826899528503","0.29333826899528503","3253","3253","3253","0.2525778114795685","0.2525778114795685","0.2525778114795685","3253","3253","3253","0.3034533293516609","0.3034533293516609","0.3034533293516609"
"269","3266","3266","3266","0.2913273572921753","0.2913273572921753","0.2913273572921753","3266","3266","3266","0.2625715136528015","0.2625715136528015","0.2625715136528015","3266","3266","3266","0.3043627070585007","0.3043627070585007","0.3043627070585007"
"270","3278","3278","3278","0.2912295162677765","0.2912295162677765","0.2912295162677765","3278","3278","3278","0.25972241163253784","0.25972241163253784","0.25972241163253784","3278","3278","3278","0.30952830224104266","0.30952830224104266","0.30952830224104266"
"271","3290","3290","3290","0.29687589406967163","0.29687589406967163","0.29687589406967163","3290","3290","3290","0.26380929350852966","0.26380929350852966","0.26380929350852966","3290","3290","3290","0.3101410689518938","0.3101410689518938","0.3101410689518938"
"272","3302","3302","3302","0.30026310682296753","0.30026310682296753","0.30026310682296753","3302","3302","3302","0.2622406482696533","0.2622406482696533","0.2622406482696533","3302","3302","3302","0.3101402723903335","0.3101402723903335","0.3101402723903335"
"273","3314","3314","3314","0.2951638996601105","0.2951638996601105","0.2951638996601105","3314","3314","3314","0.2642343044281006","0.2642343044281006","0.2642343044281006","3314","3314","3314","0.30568456813828","0.30568456813828","0.30568456813828"
"274","3326","3326","3326","0.29108956456184387","0.29108956456184387","0.29108956456184387","3326","3326","3326","0.26442065834999084","0.26442065834999084","0.26442065834999084","3326","3326","3326","0.3059586204073702","0.3059586204073702","0.3059586204073702"
"275","3338","3338","3338","0.30276918411254883","0.30276918411254883","0.30276918411254883","3338","3338","3338","0.26544177532196045","0.26544177532196045","0.26544177532196045","3338","3338","3338","0.30811407118400025","0.30811407118400025","0.30811407118400025"
"276","3350","3350","3350","0.2974422872066498","0.2974422872066498","0.2974422872066498","3350","3350","3350","0.26331913471221924","0.26331913471221924","0.26331913471221924","3350","3350","3350","0.31192843357058386","0.31192843357058386","0.31192843357058386"
"277","3362","3362","3362","0.29898837208747864","0.29898837208747864","0.29898837208747864","3362","3362","3362","0.2638724148273468","0.2638724148273468","0.2638724148273468","3362","3362","3362","0.30778651269232726","0.30778651269232726","0.30778651269232726"
"278","3374","3374","3374","0.29508712887763977","0.29508712887763977","0.29508712887763977","3374","3374","3374","0.26207679510116577","0.26207679510116577","0.26207679510116577","3374","3374","3374","0.31076099228149323","0.31076099228149323","0.31076099228149323"
"279","3387","3387","3387","0.29659998416900635","0.29659998416900635","0.29659998416900635","3387","3387","3387","0.26242950558662415","0.26242950558662415","0.26242950558662415","3387","3387","3387","0.3101445345845291","0.3101445345845291","0.3101445345845291"
"280","3399","3399","3399","0.307748943567276","0.307748943567276","0.307748943567276","3399","3399","3399","0.26640480756759644","0.26640480756759644","0.26640480756759644","3399","3399","3399","0.31582857340323905","0.31582857340323905","0.31582857340323905"
"281","3411","3411","3411","0.30305710434913635","0.30305710434913635","0.30305710434913635","3411","3411","3411","0.26886388659477234","0.26886388659477234","0.26886388659477234","3411","3411","3411","0.31335276366707343","0.31335276366707343","0.31335276366707343"
"282","3423","3423","3423","0.3031497299671173","0.3031497299671173","0.3031497299671173","3423","3423","3423","0.26746389269828796","0.26746389269828796","0.26746389269828796","3423","3423","3423","0.31169486566044285","0.31169486566044285","0.31169486566044285"
"283","3435","3435","3435","0.3001069724559784","0.3001069724559784","0.3001069724559784","3435","3435","3435","0.26640650629997253","0.26640650629997253","0.26640650629997253","3435","3435","3435","0.30596251318963874","0.30596251318963874","0.30596251318963874"
"284","3447","3447","3447","0.29340803623199463","0.29340803623199463","0.29340803623199463","3447","3447","3447","0.26439008116722107","0.26439008116722107","0.26439008116722107","3447","3447","3447","0.31936915067915","0.31936915067915","0.31936915067915"
"285","3459","3459","3459","0.30178266763687134","0.30178266763687134","0.30178266763687134","3459","3459","3459","0.26346123218536377","0.26346123218536377","0.26346123218536377","3459","3459","3459","0.31942663295214224","0.31942663295214224","0.31942663295214224"
"286","3471","3471","3471","0.30811434984207153","0.30811434984207153","0.30811434984207153","3471","3471","3471","0.26647910475730896","0.26647910475730896","0.26647910475730896","3471","3471","3471","0.3157242295529775","0.3157242295529775","0.3157242295529775"
"287","3483","3483","3483","0.3016799986362457","0.3016799986362457","0.3016799986362457","3483","3483","3483","0.2713508605957031","0.2713508605957031","0.2713508605957031","3483","3483","3483","0.3134717093677353","0.3134717093677353","0.3134717093677353"
"288","3495","3495","3495","0.3029923439025879","0.3029923439025879","0.3029923439025879","3495","3495","3495","0.26989394426345825","0.26989394426345825","0.26989394426345825","3495","3495","3495","0.3181246439225293","0.3181246439225293","0.3181246439225293"
"289","3508","3508","3508","0.3080999553203583","0.3080999553203583","0.3080999553203583","3508","3508","3508","0.2726238965988159","0.2726238965988159","0.2726238965988159","3508","3508","3508","0.3137714346795873","0.3137714346795873","0.3137714346795873"
"290","3520","3520","3520","0.30251339077949524","0.30251339077949524","0.30251339077949524","3520","3520","3520","0.27251991629600525","0.27251991629600525","0.27251991629600525","3520","3520","3520","0.316142434333896","0.316142434333896","0.316142434333896"
"291","3532","3532","3532","0.30519673228263855","0.30519673228263855","0.30519673228263855","3532","3532","3532","0.2703733444213867","0.2703733444213867","0.2703733444213867","3532","3532","3532","0.31754149384734476","0.31754149384734476","0.31754149384734476"
"292","3544","3544","3544","0.30413901805877686","0.30413901805877686","0.30413901805877686","3544","3544","3544","0.2696759104728699","0.2696759104728699","0.2696759104728699","3544","3544","3544","0.3172427416550727","0.3172427416550727","0.3172427416550727"
"293","3556","3556","3556","0.3061468005180359","0.3061468005180359","0.3061468005180359","3556","3556","3556","0.27401793003082275","0.27401793003082275","0.27401793003082275","3556","3556","3556","0.31371517626268647","0.31371517626268647","0.31371517626268647"
"294","3568","3568","3568","0.30419793725013733","0.30419793725013733","0.30419793725013733","3568","3568","3568","0.27322983741760254","0.27322983741760254","0.27322983741760254","3568","3568","3568","0.31705986542524894","0.31705986542524894","0.31705986542524894"
"295","3580","3580","3580","0.3037867844104767","0.3037867844104767","0.3037867844104767","3580","3580","3580","0.2745572626590729","0.2745572626590729","0.2745572626590729","3580","3580","3580","0.3163957042845885","0.3163957042845885","0.3163957042845885"
"296","3592","3592","3592","0.3048602342605591","0.3048602342605591","0.3048602342605591","3592","3592","3592","0.2770244777202606","0.2770244777202606","0.2770244777202606","3592","3592","3592","0.31686135937132076","0.31686135937132076","0.31686135937132076"
"297","3604","3604","3604","0.30800676345825195","0.30800676345825195","0.30800676345825195","3604","3604","3604","0.2775474786758423","0.2775474786758423","0.2775474786758423","3604","3604","3604","0.31814018842827524","0.31814018842827524","0.31814018842827524"
"298","3616","3616","3616","0.3104928731918335","0.3104928731918335","0.3104928731918335","3616","3616","3616","0.27684858441352844","0.27684858441352844","0.27684858441352844","3616","3616","3616","0.31808444229535154","0.31808444229535154","0.31808444229535154"
"299","3629","3629","3629","0.30678820610046387","0.30678820610046387","0.30678820610046387","3629","3629","3629","0.2773294448852539","0.2773294448852539","0.2773294448852539","3629","3629","3629","0.3206526674658356","0.3206526674658356","0.3206526674658356"
