"epoch","yv5s-coco-zipf-cas - _step","yv5s-coco-zipf-cas - _step__MIN","yv5s-coco-zipf-cas - _step__MAX","yv5s-coco-zipf-cas - map","yv5s-coco-zipf-cas - map__MIN","yv5s-coco-zipf-cas - map__MAX","yv5s-coco-zipf-rf-mean - _step","yv5s-coco-zipf-rf-mean - _step__MIN","yv5s-coco-zipf-rf-mean - _step__MAX","yv5s-coco-zipf-rf-mean - map","yv5s-coco-zipf-rf-mean - map__MIN","yv5s-coco-zipf-rf-mean - map__MAX","yv5s-coco-zipf - _step","yv5s-coco-zipf - _step__MIN","yv5s-coco-zipf - _step__MAX","yv5s-coco-zipf - map","yv5s-coco-zipf - map__MIN","yv5s-coco-zipf - map__MAX"
"121","1475","1475","1475","0.28989505767822266","0.28989505767822266","0.28989505767822266","1475","1475","1475","0.272190660238266","0.272190660238266","0.272190660238266","1475","1475","1475","0.28423053548381616","0.28423053548381616","0.28423053548381616"
"122","1487","1487","1487","0.26796919107437134","0.26796919107437134","0.26796919107437134","1487","1487","1487","0.2719186842441559","0.2719186842441559","0.2719186842441559","1487","1487","1487","0.2741597595546695","0.2741597595546695","0.2741597595546695"
"123","1499","1499","1499","0.2803491950035095","0.2803491950035095","0.2803491950035095","1499","1499","1499","0.2781941890716553","0.2781941890716553","0.2781941890716553","1499","1499","1499","0.2746828385235683","0.2746828385235683","0.2746828385235683"
"124","1511","1511","1511","0.25408050417900085","0.25408050417900085","0.25408050417900085","1511","1511","1511","0.27089014649391174","0.27089014649391174","0.27089014649391174","1511","1511","1511","0.2737421649773986","0.2737421649773986","0.2737421649773986"
"125","1523","1523","1523","0.28411808609962463","0.28411808609962463","0.28411808609962463","1523","1523","1523","0.26643919944763184","0.26643919944763184","0.26643919944763184","1523","1523","1523","0.28547646618656164","0.28547646618656164","0.28547646618656164"
"126","1535","1535","1535","0.2852663993835449","0.2852663993835449","0.2852663993835449","1535","1535","1535","0.2655507028102875","0.2655507028102875","0.2655507028102875","1535","1535","1535","0.26598135765844916","0.26598135765844916","0.26598135765844916"
"127","1547","1547","1547","0.2885718047618866","0.2885718047618866","0.2885718047618866","1547","1547","1547","0.28501608967781067","0.28501608967781067","0.28501608967781067","1547","1547","1547","0.28808600828056574","0.28808600828056574","0.28808600828056574"
"128","1559","1559","1559","0.29381459951400757","0.29381459951400757","0.29381459951400757","1559","1559","1559","0.26102402806282043","0.26102402806282043","0.26102402806282043","1559","1559","1559","0.26290558635340155","0.26290558635340155","0.26290558635340155"
"129","1572","1572","1572","0.2666454613208771","0.2666454613208771","0.2666454613208771","1572","1572","1572","0.26371970772743225","0.26371970772743225","0.26371970772743225","1572","1572","1572","0.2788185345455954","0.2788185345455954","0.2788185345455954"
"130","1584","1584","1584","0.28447985649108887","0.28447985649108887","0.28447985649108887","1584","1584","1584","0.27821552753448486","0.27821552753448486","0.27821552753448486","1584","1584","1584","0.28328888875824615","0.28328888875824615","0.28328888875824615"
"131","1596","1596","1596","0.2760598659515381","0.2760598659515381","0.2760598659515381","1596","1596","1596","0.27735647559165955","0.27735647559165955","0.27735647559165955","1596","1596","1596","0.2772110539972594","0.2772110539972594","0.2772110539972594"
"132","1608","1608","1608","0.2761928141117096","0.2761928141117096","0.2761928141117096","1608","1608","1608","0.2922096252441406","0.2922096252441406","0.2922096252441406","1608","1608","1608","0.28621149923570766","0.28621149923570766","0.28621149923570766"
"133","1620","1620","1620","0.2807431221008301","0.2807431221008301","0.2807431221008301","1620","1620","1620","0.277737557888031","0.277737557888031","0.277737557888031","1620","1620","1620","0.2863196555013003","0.2863196555013003","0.2863196555013003"
"134","1632","1632","1632","0.28678321838378906","0.28678321838378906","0.28678321838378906","1632","1632","1632","0.25859975814819336","0.25859975814819336","0.25859975814819336","1632","1632","1632","0.2677440177106245","0.2677440177106245","0.2677440177106245"
"135","1644","1644","1644","0.27836495637893677","0.27836495637893677","0.27836495637893677","1644","1644","1644","0.2885517179965973","0.2885517179965973","0.2885517179965973","1644","1644","1644","0.2864866615956584","0.2864866615956584","0.2864866615956584"
"136","1656","1656","1656","0.29270821809768677","0.29270821809768677","0.29270821809768677","1656","1656","1656","0.2819865345954895","0.2819865345954895","0.2819865345954895","1656","1656","1656","0.28761701389631067","0.28761701389631067","0.28761701389631067"
"137","1668","1668","1668","0.2835829555988312","0.2835829555988312","0.2835829555988312","1668","1668","1668","0.2857852876186371","0.2857852876186371","0.2857852876186371","1668","1668","1668","0.29630061722130685","0.29630061722130685","0.29630061722130685"
"138","1680","1680","1680","0.2908124327659607","0.2908124327659607","0.2908124327659607","1680","1680","1680","0.26495417952537537","0.26495417952537537","0.26495417952537537","1680","1680","1680","0.28884842011742284","0.28884842011742284","0.28884842011742284"
"139","1693","1693","1693","0.27947622537612915","0.27947622537612915","0.27947622537612915","1693","1693","1693","0.2765026390552521","0.2765026390552521","0.2765026390552521","1693","1693","1693","0.2811997328260126","0.2811997328260126","0.2811997328260126"
"140","1705","1705","1705","0.28622204065322876","0.28622204065322876","0.28622204065322876","1705","1705","1705","0.2879851162433624","0.2879851162433624","0.2879851162433624","1705","1705","1705","0.28193242239344085","0.28193242239344085","0.28193242239344085"
"141","1717","1717","1717","0.266632080078125","0.266632080078125","0.266632080078125","1717","1717","1717","0.27879518270492554","0.27879518270492554","0.27879518270492554","1717","1717","1717","0.28013376967687925","0.28013376967687925","0.28013376967687925"
"142","1729","1729","1729","0.28452014923095703","0.28452014923095703","0.28452014923095703","1729","1729","1729","0.2816839814186096","0.2816839814186096","0.2816839814186096","1729","1729","1729","0.279706566695839","0.279706566695839","0.279706566695839"
"143","1741","1741","1741","0.2849014103412628","0.2849014103412628","0.2849014103412628","1741","1741","1741","0.28042587637901306","0.28042587637901306","0.28042587637901306","1741","1741","1741","0.2867222329015347","0.2867222329015347","0.2867222329015347"
"144","1753","1753","1753","0.2728317677974701","0.2728317677974701","0.2728317677974701","1753","1753","1753","0.27284085750579834","0.27284085750579834","0.27284085750579834","1753","1753","1753","0.29174565874242936","0.29174565874242936","0.29174565874242936"
"145","1765","1765","1765","0.2794841527938843","0.2794841527938843","0.2794841527938843","1765","1765","1765","0.2804877460002899","0.2804877460002899","0.2804877460002899","1765","1765","1765","0.2848973802060822","0.2848973802060822","0.2848973802060822"
"146","1777","1777","1777","0.27281439304351807","0.27281439304351807","0.27281439304351807","1777","1777","1777","0.27899259328842163","0.27899259328842163","0.27899259328842163","1777","1777","1777","0.28928176157656393","0.28928176157656393","0.28928176157656393"
"147","1789","1789","1789","0.27651798725128174","0.27651798725128174","0.27651798725128174","1789","1789","1789","0.2690064609050751","0.2690064609050751","0.2690064609050751","1789","1789","1789","0.2833870580886833","0.2833870580886833","0.2833870580886833"
"148","1801","1801","1801","0.28525203466415405","0.28525203466415405","0.28525203466415405","1801","1801","1801","0.28314724564552307","0.28314724564552307","0.28314724564552307","1801","1801","1801","0.28218851932247224","0.28218851932247224","0.28218851932247224"
"149","1814","1814","1814","0.2741185128688812","0.2741185128688812","0.2741185128688812","1814","1814","1814","0.28062111139297485","0.28062111139297485","0.28062111139297485","1814","1814","1814","0.2939964244225003","0.2939964244225003","0.2939964244225003"
"150","1826","1826","1826","0.2790897786617279","0.2790897786617279","0.2790897786617279","1826","1826","1826","0.2841741442680359","0.2841741442680359","0.2841741442680359","1826","1826","1826","0.28464247478755017","0.28464247478755017","0.28464247478755017"
"151","1838","1838","1838","0.2862251102924347","0.2862251102924347","0.2862251102924347","1838","1838","1838","0.30245018005371094","0.30245018005371094","0.30245018005371094","1838","1838","1838","0.2918036452747234","0.2918036452747234","0.2918036452747234"
"152","1850","1850","1850","0.2793717682361603","0.2793717682361603","0.2793717682361603","1850","1850","1850","0.2933759391307831","0.2933759391307831","0.2933759391307831","1850","1850","1850","0.2733879757747249","0.2733879757747249","0.2733879757747249"
"153","1862","1862","1862","0.28572359681129456","0.28572359681129456","0.28572359681129456","1862","1862","1862","0.285622775554657","0.285622775554657","0.285622775554657","1862","1862","1862","0.2786666134684319","0.2786666134684319","0.2786666134684319"
"154","1874","1874","1874","0.2786949872970581","0.2786949872970581","0.2786949872970581","1874","1874","1874","0.2849941551685333","0.2849941551685333","0.2849941551685333","1874","1874","1874","0.27693702887586313","0.27693702887586313","0.27693702887586313"
"155","1886","1886","1886","0.28392964601516724","0.28392964601516724","0.28392964601516724","1886","1886","1886","0.28234434127807617","0.28234434127807617","0.28234434127807617","1886","1886","1886","0.2836109394812479","0.2836109394812479","0.2836109394812479"
"156","1898","1898","1898","0.2846018671989441","0.2846018671989441","0.2846018671989441","1898","1898","1898","0.2660723626613617","0.2660723626613617","0.2660723626613617","1898","1898","1898","0.2877826869536196","0.2877826869536196","0.2877826869536196"
"157","1910","1910","1910","0.28760191798210144","0.28760191798210144","0.28760191798210144","1910","1910","1910","0.27370837330818176","0.27370837330818176","0.27370837330818176","1910","1910","1910","0.28942700324849036","0.28942700324849036","0.28942700324849036"
"158","1922","1922","1922","0.2851907014846802","0.2851907014846802","0.2851907014846802","1922","1922","1922","0.27423539757728577","0.27423539757728577","0.27423539757728577","1922","1922","1922","0.2824031543853362","0.2824031543853362","0.2824031543853362"
"159","1935","1935","1935","0.27993541955947876","0.27993541955947876","0.27993541955947876","1935","1935","1935","0.26985424757003784","0.26985424757003784","0.26985424757003784","1935","1935","1935","0.27730735125729644","0.27730735125729644","0.27730735125729644"
"160","1947","1947","1947","0.2862718999385834","0.2862718999385834","0.2862718999385834","1947","1947","1947","0.27755895256996155","0.27755895256996155","0.27755895256996155","1947","1947","1947","0.269126856628532","0.269126856628532","0.269126856628532"
"161","1959","1959","1959","0.271392822265625","0.271392822265625","0.271392822265625","1959","1959","1959","0.2867557406425476","0.2867557406425476","0.2867557406425476","1959","1959","1959","0.28750567709471253","0.28750567709471253","0.28750567709471253"
"162","1971","1971","1971","0.28221219778060913","0.28221219778060913","0.28221219778060913","1971","1971","1971","0.2923344373703003","0.2923344373703003","0.2923344373703003","1971","1971","1971","0.2922288282653524","0.2922288282653524","0.2922288282653524"
"163","1983","1983","1983","0.27933475375175476","0.27933475375175476","0.27933475375175476","1983","1983","1983","0.27468475699424744","0.27468475699424744","0.27468475699424744","1983","1983","1983","0.27642891472073317","0.27642891472073317","0.27642891472073317"
"164","1995","1995","1995","0.2808443009853363","0.2808443009853363","0.2808443009853363","1995","1995","1995","0.2804415225982666","0.2804415225982666","0.2804415225982666","1995","1995","1995","0.2873481093615604","0.2873481093615604","0.2873481093615604"
"165","2007","2007","2007","0.26938602328300476","0.26938602328300476","0.26938602328300476","2007","2007","2007","0.2796991467475891","0.2796991467475891","0.2796991467475891","2007","2007","2007","0.2805164680182121","0.2805164680182121","0.2805164680182121"
"166","2019","2019","2019","0.2769390940666199","0.2769390940666199","0.2769390940666199","2019","2019","2019","0.28754228353500366","0.28754228353500366","0.28754228353500366","2019","2019","2019","0.2891992046685667","0.2891992046685667","0.2891992046685667"
"167","2031","2031","2031","0.2946116030216217","0.2946116030216217","0.2946116030216217","2031","2031","2031","0.2930528521537781","0.2930528521537781","0.2930528521537781","2031","2031","2031","0.28659465047920674","0.28659465047920674","0.28659465047920674"
"168","2043","2043","2043","0.2851905822753906","0.2851905822753906","0.2851905822753906","2043","2043","2043","0.2860254943370819","0.2860254943370819","0.2860254943370819","2043","2043","2043","0.2883449816543175","0.2883449816543175","0.2883449816543175"
"169","2056","2056","2056","0.29568299651145935","0.29568299651145935","0.29568299651145935","2056","2056","2056","0.2871592044830322","0.2871592044830322","0.2871592044830322","2056","2056","2056","0.2973821164933757","0.2973821164933757","0.2973821164933757"
"170","2068","2068","2068","0.29045483469963074","0.29045483469963074","0.29045483469963074","2068","2068","2068","0.28969866037368774","0.28969866037368774","0.28969866037368774","2068","2068","2068","0.2987964716698637","0.2987964716698637","0.2987964716698637"
"171","2080","2080","2080","0.2881777584552765","0.2881777584552765","0.2881777584552765","2080","2080","2080","0.2863718867301941","0.2863718867301941","0.2863718867301941","2080","2080","2080","0.27921381556087543","0.27921381556087543","0.27921381556087543"
"172","2092","2092","2092","0.28156378865242004","0.28156378865242004","0.28156378865242004","2092","2092","2092","0.290416955947876","0.290416955947876","0.290416955947876","2092","2092","2092","0.2874206707035903","0.2874206707035903","0.2874206707035903"
"173","2104","2104","2104","0.28004926443099976","0.28004926443099976","0.28004926443099976","2104","2104","2104","0.2833876311779022","0.2833876311779022","0.2833876311779022","2104","2104","2104","0.2857893232391179","0.2857893232391179","0.2857893232391179"
"174","2116","2116","2116","0.2829035520553589","0.2829035520553589","0.2829035520553589","2116","2116","2116","0.2908492088317871","0.2908492088317871","0.2908492088317871","2116","2116","2116","0.28648971559038044","0.28648971559038044","0.28648971559038044"
"175","2128","2128","2128","0.2855885922908783","0.2855885922908783","0.2855885922908783","2128","2128","2128","0.28588148951530457","0.28588148951530457","0.28588148951530457","2128","2128","2128","0.28723327902426576","0.28723327902426576","0.28723327902426576"
"176","2140","2140","2140","0.2748982310295105","0.2748982310295105","0.2748982310295105","2140","2140","2140","0.28805866837501526","0.28805866837501526","0.28805866837501526","2140","2140","2140","0.28253922993899333","0.28253922993899333","0.28253922993899333"
"177","2152","2152","2152","0.2880207300186157","0.2880207300186157","0.2880207300186157","2152","2152","2152","0.29550233483314514","0.29550233483314514","0.29550233483314514","2152","2152","2152","0.2937750841451369","0.2937750841451369","0.2937750841451369"
"178","2164","2164","2164","0.28773725032806396","0.28773725032806396","0.28773725032806396","2164","2164","2164","0.29550138115882874","0.29550138115882874","0.29550138115882874","2164","2164","2164","0.27863786554573966","0.27863786554573966","0.27863786554573966"
"179","2177","2177","2177","0.2758263051509857","0.2758263051509857","0.2758263051509857","2177","2177","2177","0.2883618474006653","0.2883618474006653","0.2883618474006653","2177","2177","2177","0.28992199647533146","0.28992199647533146","0.28992199647533146"
"180","2189","2189","2189","0.27785223722457886","0.27785223722457886","0.27785223722457886","2189","2189","2189","0.28880050778388977","0.28880050778388977","0.28880050778388977","2189","2189","2189","0.2941802620465519","0.2941802620465519","0.2941802620465519"
"181","2201","2201","2201","0.28256797790527344","0.28256797790527344","0.28256797790527344","2201","2201","2201","0.2820357084274292","0.2820357084274292","0.2820357084274292","2201","2201","2201","0.2833027206970562","0.2833027206970562","0.2833027206970562"
"182","2213","2213","2213","0.28165337443351746","0.28165337443351746","0.28165337443351746","2213","2213","2213","0.284559428691864","0.284559428691864","0.284559428691864","2213","2213","2213","0.28435635887910565","0.28435635887910565","0.28435635887910565"
"183","2225","2225","2225","0.28892603516578674","0.28892603516578674","0.28892603516578674","2225","2225","2225","0.2876472771167755","0.2876472771167755","0.2876472771167755","2225","2225","2225","0.2823947365933937","0.2823947365933937","0.2823947365933937"
"184","2237","2237","2237","0.28256723284721375","0.28256723284721375","0.28256723284721375","2237","2237","2237","0.2841819226741791","0.2841819226741791","0.2841819226741791","2237","2237","2237","0.281640570358982","0.281640570358982","0.281640570358982"
"185","2249","2249","2249","0.2849964201450348","0.2849964201450348","0.2849964201450348","2249","2249","2249","0.28401872515678406","0.28401872515678406","0.28401872515678406","2249","2249","2249","0.2822428203384188","0.2822428203384188","0.2822428203384188"
"186","2261","2261","2261","0.2956378757953644","0.2956378757953644","0.2956378757953644","2261","2261","2261","0.28744643926620483","0.28744643926620483","0.28744643926620483","2261","2261","2261","0.28678185953424823","0.28678185953424823","0.28678185953424823"
"187","2273","2273","2273","0.2840076684951782","0.2840076684951782","0.2840076684951782","2273","2273","2273","0.2903197109699249","0.2903197109699249","0.2903197109699249","2273","2273","2273","0.28919216764014505","0.28919216764014505","0.28919216764014505"
"188","2285","2285","2285","0.2859876751899719","0.2859876751899719","0.2859876751899719","2285","2285","2285","0.2800358831882477","0.2800358831882477","0.2800358831882477","2285","2285","2285","0.2863234667536332","0.2863234667536332","0.2863234667536332"
"189","2298","2298","2298","0.2859969735145569","0.2859969735145569","0.2859969735145569","2298","2298","2298","0.2875823974609375","0.2875823974609375","0.2875823974609375","2298","2298","2298","0.2895270777271581","0.2895270777271581","0.2895270777271581"
"190","2310","2310","2310","0.2856389284133911","0.2856389284133911","0.2856389284133911","2310","2310","2310","0.28126075863838196","0.28126075863838196","0.28126075863838196","2310","2310","2310","0.29290566256016476","0.29290566256016476","0.29290566256016476"
"191","2322","2322","2322","0.2861904799938202","0.2861904799938202","0.2861904799938202","2322","2322","2322","0.2856636345386505","0.2856636345386505","0.2856636345386505","2322","2322","2322","0.29095680521049183","0.29095680521049183","0.29095680521049183"
"192","2334","2334","2334","0.2853129506111145","0.2853129506111145","0.2853129506111145","2334","2334","2334","0.2739352583885193","0.2739352583885193","0.2739352583885193","2334","2334","2334","0.2907697020019869","0.2907697020019869","0.2907697020019869"
"193","2346","2346","2346","0.282152384519577","0.282152384519577","0.282152384519577","2346","2346","2346","0.2873564064502716","0.2873564064502716","0.2873564064502716","2346","2346","2346","0.288306845832166","0.288306845832166","0.288306845832166"
"194","2358","2358","2358","0.27490413188934326","0.27490413188934326","0.27490413188934326","2358","2358","2358","0.28527751564979553","0.28527751564979553","0.28527751564979553","2358","2358","2358","0.2771232831559841","0.2771232831559841","0.2771232831559841"
"195","2370","2370","2370","0.2904464900493622","0.2904464900493622","0.2904464900493622","2370","2370","2370","0.289657324552536","0.289657324552536","0.289657324552536","2370","2370","2370","0.2937486043103078","0.2937486043103078","0.2937486043103078"
"196","2382","2382","2382","0.28169718384742737","0.28169718384742737","0.28169718384742737","2382","2382","2382","0.29305315017700195","0.29305315017700195","0.29305315017700195","2382","2382","2382","0.29763728249342414","0.29763728249342414","0.29763728249342414"
"197","2394","2394","2394","0.29016003012657166","0.29016003012657166","0.29016003012657166","2394","2394","2394","0.2884822487831116","0.2884822487831116","0.2884822487831116","2394","2394","2394","0.28832000661234625","0.28832000661234625","0.28832000661234625"
"198","2406","2406","2406","0.2824039161205292","0.2824039161205292","0.2824039161205292","2406","2406","2406","0.29555773735046387","0.29555773735046387","0.29555773735046387","2406","2406","2406","0.29693444374334726","0.29693444374334726","0.29693444374334726"
"199","2419","2419","2419","0.2819862961769104","0.2819862961769104","0.2819862961769104","2419","2419","2419","0.2881316542625427","0.2881316542625427","0.2881316542625427","2419","2419","2419","0.2892807107055446","0.2892807107055446","0.2892807107055446"
"200","2431","2431","2431","0.2995978891849518","0.2995978891849518","0.2995978891849518","2431","2431","2431","0.29178884625434875","0.29178884625434875","0.29178884625434875","2431","2431","2431","0.2818000410198106","0.2818000410198106","0.2818000410198106"
"201","2443","2443","2443","0.2831856310367584","0.2831856310367584","0.2831856310367584","2443","2443","2443","0.2815345823764801","0.2815345823764801","0.2815345823764801","2443","2443","2443","0.2945953378786918","0.2945953378786918","0.2945953378786918"
"202","2455","2455","2455","0.28199467062950134","0.28199467062950134","0.28199467062950134","2455","2455","2455","0.2908201515674591","0.2908201515674591","0.2908201515674591","2455","2455","2455","0.29224170756195983","0.29224170756195983","0.29224170756195983"
"203","2467","2467","2467","0.2843400239944458","0.2843400239944458","0.2843400239944458","2467","2467","2467","0.2836199104785919","0.2836199104785919","0.2836199104785919","2467","2467","2467","0.2907706798475586","0.2907706798475586","0.2907706798475586"
"204","2479","2479","2479","0.28843340277671814","0.28843340277671814","0.28843340277671814","2479","2479","2479","0.2994203567504883","0.2994203567504883","0.2994203567504883","2479","2479","2479","0.28679196119121514","0.28679196119121514","0.28679196119121514"
"205","2491","2491","2491","0.2922339141368866","0.2922339141368866","0.2922339141368866","2491","2491","2491","0.2938104271888733","0.2938104271888733","0.2938104271888733","2491","2491","2491","0.2920042188895382","0.2920042188895382","0.2920042188895382"
"206","2503","2503","2503","0.29152750968933105","0.29152750968933105","0.29152750968933105","2503","2503","2503","0.2970740497112274","0.2970740497112274","0.2970740497112274","2503","2503","2503","0.28972941380297057","0.28972941380297057","0.28972941380297057"
"207","2515","2515","2515","0.2867721617221832","0.2867721617221832","0.2867721617221832","2515","2515","2515","0.28963103890419006","0.28963103890419006","0.28963103890419006","2515","2515","2515","0.284118310526295","0.284118310526295","0.284118310526295"
"208","2527","2527","2527","0.28156396746635437","0.28156396746635437","0.28156396746635437","2527","2527","2527","0.28774598240852356","0.28774598240852356","0.28774598240852356","2527","2527","2527","0.28975221877444846","0.28975221877444846","0.28975221877444846"
"209","2540","2540","2540","0.29076963663101196","0.29076963663101196","0.29076963663101196","2540","2540","2540","0.2773950695991516","0.2773950695991516","0.2773950695991516","2540","2540","2540","0.2863724987788202","0.2863724987788202","0.2863724987788202"
"210","2552","2552","2552","0.28930264711380005","0.28930264711380005","0.28930264711380005","2552","2552","2552","0.2936059236526489","0.2936059236526489","0.2936059236526489","2552","2552","2552","0.29521292329766824","0.29521292329766824","0.29521292329766824"
"211","2564","2564","2564","0.295034259557724","0.295034259557724","0.295034259557724","2564","2564","2564","0.2929766774177551","0.2929766774177551","0.2929766774177551","2564","2564","2564","0.29755594146183545","0.29755594146183545","0.29755594146183545"
"212","2576","2576","2576","0.2973150312900543","0.2973150312900543","0.2973150312900543","2576","2576","2576","0.28885209560394287","0.28885209560394287","0.28885209560394287","2576","2576","2576","0.2939118522428786","0.2939118522428786","0.2939118522428786"
"213","2588","2588","2588","0.29536744952201843","0.29536744952201843","0.29536744952201843","2588","2588","2588","0.2963852882385254","0.2963852882385254","0.2963852882385254","2588","2588","2588","0.29634475700060103","0.29634475700060103","0.29634475700060103"
"214","2600","2600","2600","0.30094414949417114","0.30094414949417114","0.30094414949417114","2600","2600","2600","0.29256394505500793","0.29256394505500793","0.29256394505500793","2600","2600","2600","0.28804862944413895","0.28804862944413895","0.28804862944413895"
"215","2612","2612","2612","0.29039618372917175","0.29039618372917175","0.29039618372917175","2612","2612","2612","0.28577885031700134","0.28577885031700134","0.28577885031700134","2612","2612","2612","0.302741094705979","0.302741094705979","0.302741094705979"
"216","2624","2624","2624","0.28982678055763245","0.28982678055763245","0.28982678055763245","2624","2624","2624","0.2924744188785553","0.2924744188785553","0.2924744188785553","2624","2624","2624","0.30542154262261983","0.30542154262261983","0.30542154262261983"
"217","2636","2636","2636","0.29528018832206726","0.29528018832206726","0.29528018832206726","2636","2636","2636","0.29407066106796265","0.29407066106796265","0.29407066106796265","2636","2636","2636","0.2937034329582991","0.2937034329582991","0.2937034329582991"
"218","2648","2648","2648","0.2870161533355713","0.2870161533355713","0.2870161533355713","2648","2648","2648","0.2981536388397217","0.2981536388397217","0.2981536388397217","2648","2648","2648","0.3018253534790548","0.3018253534790548","0.3018253534790548"
"219","2661","2661","2661","0.2873789072036743","0.2873789072036743","0.2873789072036743","2661","2661","2661","0.2833396792411804","0.2833396792411804","0.2833396792411804","2661","2661","2661","0.29034220969626756","0.29034220969626756","0.29034220969626756"
"220","2673","2673","2673","0.2953815460205078","0.2953815460205078","0.2953815460205078","2673","2673","2673","0.29507777094841003","0.29507777094841003","0.29507777094841003","2673","2673","2673","0.2960445091090693","0.2960445091090693","0.2960445091090693"
"221","2685","2685","2685","0.2954060137271881","0.2954060137271881","0.2954060137271881","2685","2685","2685","0.2989155054092407","0.2989155054092407","0.2989155054092407","2685","2685","2685","0.2981390602365687","0.2981390602365687","0.2981390602365687"
"222","2697","2697","2697","0.2987705171108246","0.2987705171108246","0.2987705171108246","2697","2697","2697","0.29187828302383423","0.29187828302383423","0.29187828302383423","2697","2697","2697","0.29957782326735255","0.29957782326735255","0.29957782326735255"
"223","2709","2709","2709","0.291275292634964","0.291275292634964","0.291275292634964","2709","2709","2709","0.29734566807746887","0.29734566807746887","0.29734566807746887","2709","2709","2709","0.2964351773655959","0.2964351773655959","0.2964351773655959"
"224","2721","2721","2721","0.2864111363887787","0.2864111363887787","0.2864111363887787","2721","2721","2721","0.2942945063114166","0.2942945063114166","0.2942945063114166","2721","2721","2721","0.2941076069937322","0.2941076069937322","0.2941076069937322"
"225","2733","2733","2733","0.2893476188182831","0.2893476188182831","0.2893476188182831","2733","2733","2733","0.292823851108551","0.292823851108551","0.292823851108551","2733","2733","2733","0.2897562302228151","0.2897562302228151","0.2897562302228151"
"226","2745","2745","2745","0.2801074683666229","0.2801074683666229","0.2801074683666229","2745","2745","2745","0.2911209464073181","0.2911209464073181","0.2911209464073181","2745","2745","2745","0.28986771329356564","0.28986771329356564","0.28986771329356564"
"227","2757","2757","2757","0.29719865322113037","0.29719865322113037","0.29719865322113037","2757","2757","2757","0.29650238156318665","0.29650238156318665","0.29650238156318665","2757","2757","2757","0.30090790802468","0.30090790802468","0.30090790802468"
"228","2769","2769","2769","0.29729437828063965","0.29729437828063965","0.29729437828063965","2769","2769","2769","0.29447993636131287","0.29447993636131287","0.29447993636131287","2769","2769","2769","0.2895500079732216","0.2895500079732216","0.2895500079732216"
"229","2782","2782","2782","0.2931241989135742","0.2931241989135742","0.2931241989135742","2782","2782","2782","0.2954787015914917","0.2954787015914917","0.2954787015914917","2782","2782","2782","0.28747199927297595","0.28747199927297595","0.28747199927297595"
"230","2794","2794","2794","0.2950732707977295","0.2950732707977295","0.2950732707977295","2794","2794","2794","0.2981535792350769","0.2981535792350769","0.2981535792350769","2794","2794","2794","0.2896685277852388","0.2896685277852388","0.2896685277852388"
"231","2806","2806","2806","0.29549673199653625","0.29549673199653625","0.29549673199653625","2806","2806","2806","0.2962509095668793","0.2962509095668793","0.2962509095668793","2806","2806","2806","0.29507875047501764","0.29507875047501764","0.29507875047501764"
"232","2818","2818","2818","0.2984260320663452","0.2984260320663452","0.2984260320663452","2818","2818","2818","0.28904256224632263","0.28904256224632263","0.28904256224632263","2818","2818","2818","0.2949840446520137","0.2949840446520137","0.2949840446520137"
"233","2830","2830","2830","0.29582780599594116","0.29582780599594116","0.29582780599594116","2830","2830","2830","0.2979818284511566","0.2979818284511566","0.2979818284511566","2830","2830","2830","0.3036052399327162","0.3036052399327162","0.3036052399327162"
"234","2842","2842","2842","0.2822810411453247","0.2822810411453247","0.2822810411453247","2842","2842","2842","0.29493653774261475","0.29493653774261475","0.29493653774261475","2842","2842","2842","0.29726104645319773","0.29726104645319773","0.29726104645319773"
"235","2854","2854","2854","0.2915293872356415","0.2915293872356415","0.2915293872356415","2854","2854","2854","0.30178210139274597","0.30178210139274597","0.30178210139274597","2854","2854","2854","0.29964306818312614","0.29964306818312614","0.29964306818312614"
"236","2866","2866","2866","0.2936437726020813","0.2936437726020813","0.2936437726020813","2866","2866","2866","0.2899430990219116","0.2899430990219116","0.2899430990219116","2866","2866","2866","0.29821113333643917","0.29821113333643917","0.29821113333643917"
"237","2878","2878","2878","0.30074259638786316","0.30074259638786316","0.30074259638786316","2878","2878","2878","0.29882311820983887","0.29882311820983887","0.29882311820983887","2878","2878","2878","0.3027242415664647","0.3027242415664647","0.3027242415664647"
"238","2890","2890","2890","0.2992211580276489","0.2992211580276489","0.2992211580276489","2890","2890","2890","0.28707560896873474","0.28707560896873474","0.28707560896873474","2890","2890","2890","0.291502058248929","0.291502058248929","0.291502058248929"
"239","2903","2903","2903","0.29055720567703247","0.29055720567703247","0.29055720567703247","2903","2903","2903","0.29414448142051697","0.29414448142051697","0.29414448142051697","2903","2903","2903","0.30050443409049166","0.30050443409049166","0.30050443409049166"
"240","2915","2915","2915","0.29454565048217773","0.29454565048217773","0.29454565048217773","2915","2915","2915","0.29013967514038086","0.29013967514038086","0.29013967514038086","2915","2915","2915","0.2807491809210652","0.2807491809210652","0.2807491809210652"
"241","2927","2927","2927","0.29471153020858765","0.29471153020858765","0.29471153020858765","2927","2927","2927","0.29934439063072205","0.29934439063072205","0.29934439063072205","2927","2927","2927","0.2978815608756886","0.2978815608756886","0.2978815608756886"
"242","2939","2939","2939","0.2921821177005768","0.2921821177005768","0.2921821177005768","2939","2939","2939","0.30035436153411865","0.30035436153411865","0.30035436153411865","2939","2939","2939","0.2979748082206212","0.2979748082206212","0.2979748082206212"
